section_id,source_filename,chunk_id,text,score,retrieval_method,hybrid_selection_method,selection_source,quantitative_values,quantitative_metrics,verification_statuses,marginal_quantitative_values,marginal_quantitative_count,retrieval_methods,component_ranks,component_scores,hybrid_score
S3,1/59.1-s2.0-S0960148120315652-main.pdf,4237f959d87fe007_chunk_0036,"2.5.2. Model selection (4). Before training, the whole hyper-parameters of the network are initialized. The reconstructed training dataset is used to train ﬁve different hybrid CNN-LSTM networks to understand how to apply the concept, to learn and produce results. (5). During tuning model hyper-parameters, the validation dataset is used to provide an unbiased evaluation of CNNLSTM ﬁt on the training dataset. (6). Finally, the optimal hyper-parameter models of CNN-LSTM networks found by the grid-search are saved. 2.5.3. Performance evaluation (7). The test dataset is employed to provide forecasting results for optimal model. And then the forecast results are visualized and evaluated. 3. Solar irradiance data description In this work, measured irradiance taken from meteorological ground stations is used to forecast irradiance for the next hour. There are four real-world datasets applied to evaluate the performance of the proposed model in hourly-ahead forecasts of the irradiance. The locations of these collected datasets are displayed in Fig. 9. The ﬁrst three datasets from Los Angeles (19730N 156060W, California, USA), Denver (39440N, 105110W, Colorado, USA) and",0.6521222591400146,chroma_restricted,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S3,1/47.1-s2.0-S0306261922010170-main.pdf,fe601d3747bcbeae_chunk_0013,"temperature increases, due to open-circuit voltage, the power output decreases. These parameters play an important role in simulating the stochastic and complex behavior of incident solar radiation in gener­ ating future values. Hence the proposed model utilizes both univariate, and multivariate data to use the previously observed solar data sequence and other meteorological variables to forecast future solar irradiation. Abbreviations AI Artificial Intelligence ANN Artificial Neural network BiLSTM Bi-directional Long Short-Term Memory R2 Coefficient of Determination CNN Convolutional Neural Network DL Deep Learning GRU Gated Recurrent Units GHI Global Horizontal Irradiance LSTM Long Short-Term Memory ML Machine Learning MAE Mean absolute error MAPE Mean absolute percentage error MSE Mean squared error NRMSE Normalized Root Mean Squared Error POA Plane of Array PV Photovoltaic RMSE Root Mean Square Error RNN Recurrent Neural Network SVM Support Vector Machine N. Elizabeth Michael et al.",0.09090909090909091,csv_lexical_ranked_experimental,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S3,1/55.1-s2.0-S0960148123001179-main.pdf,97a519d416f69b74_chunk_0001,"Renewable Energy 206 (2023) 135–147 Available online 7 February 2023 0960-1481/© 2023 Elsevier Ltd. All rights reserved. Deep learning based long-term global solar irradiance and temperature forecasting using time series with multi-step multivariate output Narjes Azizi , Maryam Yaghoubirad , Meisam Farajollahi *, Abolfzl Ahmadi Department of Energy Systems, School of Advanced Technologies, Iran University of Science and Technology, Narmak, Tehran, Iran A R T I C L E I N F O Keywords: Solar irradiance forecasting Deep learning Time series Long-term prediction Multi-step multivariate output A B S T R A C T Solar radiation’s intermittent and fluctuating nature poses severe limitations for most applications. Accurate prediction of solar radiation is an essential factor in predicting the output power of a photovoltaic power system. For this purpose, the potential of the 20 MW solar photovoltaic power plant in Zahedan city has been evaluated in this article. With the help of monthly data (1984–2021) and MLP, LSTM, GRU, CNN, and CNN-LSTM models, solar radiation and temperature are predicted for the next ten years. CNN exhibits the best performance",0.07792207792207792,csv_lexical_ranked_experimental,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S3,1/55.1-s2.0-S0960148123001179-main.pdf,97a519d416f69b74_chunk_0009,"GRU-based model had the best performance in terms of MAPE [25]. Deep learning techniques, including RNN, LSTM, and GRU, were pro­ posed for the prediction of solar energy, and it was observed that LSTM and RNN are slightly better than the GRU model due to their capability to preserve long-term dependencies [26]. Also, it was shown that GRU and LSTM significantly improve forecasting accuracy when using multivariate data compared to univariate data [27]. CNNs are also efficient in time-series problems [28]. In another study, CNN was implemented for short-term load forecasting. The model was observed to be very flexible and capable of handling forecasting Nomenclature Symbol Evap Evaporation ISC Short circuit current PO Output power RHMAX Relative Humidity at maximum temperature RHMIN Relative Humidity at minimum temperature TMAX maximum temperature TMIN minimum temperature VOC Open circuit voltage Greek symbols α Temperature Coefficients of ISC β Temperature Coefficients of VOC acronyms ANN Artificial Neural Network ARMA Autoregressive Moving Average ARIMA Autoregressive Integrated Moving Average CLSTM Convolutional Long Short-Term Memory",0.07792207792207792,csv_lexical_ranked_experimental,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S3,1/36.1-s2.0-S0960148122011387-main.pdf,553aa823184fcd93_chunk_0047,"having R2 score below 0.50. The methods used in this study can be used 
by organizations as baseline implementations to analyze and understand 
the solar energy prospects of the region, availing the opportunities and 
tackling the challenges that come with solar irradiance forecasting. 
Dataset availability 
The data used in this study can be accessed at the following link: 
https://drive.google.com/file/d/1It672Fxb2T4te4rPCpl9m5GTkk3 
Fig. 8. Actual data against SARIMAX and Prophet Forecasted values. 
Table 5 
Error metrics of statistical models. 
Model 
MSE 
RMSE 
MAE 
R2 Score 
SARIMAX 
4037.75 
63.54 
35.23 
0.948 
Prophet 
5931.51 
77.01 
44.13 
0.924 
Table 6 
Comparison of DL models based on error metrics. 
Architecture 
Window Size 
MSE 
RMSE 
MAE 
R2 
ANN 
(4,1) 
1348.39 
36.72 
20.74 
0.987 
(12,3) 
5816.27 
76.26 
40.28 
0.944 
(24,6) 
7854.31 
88.62 
48.48 
0.924 
(48,24) 
13329.96 
115.45 
70.44 
0.872 
CNN 
(4,1) 
2309.05 
48.05 
28.42 
0.977 
(12,3) 
6363.76 
79.77 
51.19 
0.938 
(24,6) 
8082.32 
89.90 
57.72 
0.922 
(48,24) 
19044.42 
138.00 
87.94 
0.817 
LSTM 
(4,1) 
1653.34 
40.66 
23.84 
0.984 
(12,3) 
8950.51 
94.60 
56.77 
0.913 
(12,6) 
56595.03 
237.89",3.0,quantitative_confirmed_chunk,hybrid_plus_confirmed_quantitative_greedy,confirmed_quantitative_greedy_quota,"['0.97', '0.987', '36.72']","['RMSE', 'R²', 'neural_networks_short_term_R2']",['confirmed_in_source_chunk'],"['0.97', '0.987', '36.72']",3.0,,,,
S3,1/43.1-s2.0-S1877050917318392-main.pdf,a6d33f85b06e45e7_chunk_0031,"Figure 12 shows a sample of training data in four different weather conditions: few clouds, scattered, overcast, 
and clear-sky. The results of the predictive model are shown in Fig. 13. The actual data plotted with the standard 
deviation of the predictive model is plotted as well because the experiments had different random initializations. The 
average RMSE of the DRNN is 0.0513 in training and 0.068 in testing. On the other hand, the average RMSE of the 
DRNN is 0.0746 in training and 0.086 in testing. This method gives promising results, as the RMSE is the lowest. 
Table 1 shows a comparison of different prediction methods. The comparison was made on the test dataset. A 
feedforward neural network was implemented using one hidden layer with 21 neurons. It was trained using the 
Levenberg–Marquardt algorithm. The training was stopped early to avoid the overfitting issues. FNN has the 
poorest performance among the other methods. The support vector machine has better performance than FNN. 
However, the deep learning LSTM outperforms other methods. 
Table 1: Performance test 
Method 
RMSE 
MBE 
FNN 
0.16 
0.005 
SVR 
0.11 
0.0042 
Deep Learning (LSTM) 
0.086 
0.004",3.0,quantitative_confirmed_chunk,hybrid_plus_confirmed_quantitative_greedy,confirmed_quantitative_greedy_quota,"['0.068', '0.11', '0.16']",['RMSE'],['confirmed_in_source_chunk'],"['0.068', '0.11', '0.16']",3.0,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0069,"solar irradiance at different timescales, enhancing the predictive accu­ racy of our model.Data pre-processing is consistent for each studied station. To validate the effectiveness of the integrated model for fore­ casting, the hybridization methods were compared to stand-alone ma­ chine learning models (GPR, LS-SVM, ELM, and RFR). All models are trained and tested using the same methodology, allowing for an accurate evaluation of their forecasting precision. For the benchmarking models, the inputs are determined by the optimum lags. For the GHA station, the inputs comprise 5 previous DNI components, whereas for the TAM sta­ tion, there are 7 previous DNI components. The CAR and CNR stations both utilize 5 previous DNI components. In hybrid models, the number of inputs is determined by the decomposed IMF components from both VMD and SWD, multiplied by the optimum lags. For instance, at the GHA station, the SWD algorithm decomposes the DNI data into 45 components, while the VMD algorithm breaks it down into 17 components. The combined input from these algorithms is Fig. 9. Forecasting results of various models TAM station. M. Guermoui et al.",0.6211545467376709,chroma_restricted,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0005,"data from multiple measurement sites for Global Horizontal Irradiation (GHI) assessment [3]. Some of these approaches take into account the influence of atmospheric conditions, particularly aerosols, on Direct Normal Irradiation (DNI) and the efficiency of solar tower plants [4]. Other methods employ advanced computational techniques such as machine learning algorithms [5], deep learning models [6], and hybrid models [7] as robust techniques for DNI forecasting. Each approach has its strengths and limitations, and the choice of method depends on the specific requirements of the application. Traditional methods for direct solar radiation forecasting rely on mathematical models that use meteorological data [8], and physical relationships, expressed as mathematical equations derived from fundamental physical laws (i.e., solar altitude angle, azimuth, clearness index, and turbidity), are key components of these models used for forecasting solar radiation. However, these methods have limitations, particularly in terms of the availability and quality of solar radiation measurement, climatological data, and other atmospheric parameters.",0.586197555065155,chroma_restricted,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0078,"inherent limitations in processing complex patterns and rapid variations in solar irradiance, which are common in such meteorological condi­ tions. However, the suggested hybrid models were able to accurately forecast DNI with high precision, regardless of the weather conditions. In particular, the combination of SWD and VMD with deep CNN showed the highest accuracy and outperformed all other models. This superi­ ority is likely due to the hybrid models’ ability to decompose the DNI data into more analyzable components, enhancing their predictive ac­ curacy by effectively capturing both the macro and micro-level fluctu­ ations in solar irradiance. Our analysis reveals that the benchmarking model performed poorly Fig. 11. Forecasting results of various models of CAR station. Fig. 12. Friedman–Nemenyi test over all datasets and methods. Table 6 Comparison of the proposed SWD-VMD-DCNN model and its combination with RFF. Station Model nRMSE.(%) Number of used Uk-OCs GHA-Station SWD-VMD-DCNN 0.818 310 SWD-VMD-RFF-DCNN 0.822 295 TAM-Station SWD-VMD-DCNN 0.931 420 SWD-VMD-RFF-DCNN 0.936 372 CAR-Station SWD-VMD-DCNN 0.75 345 SWD-VMD-RFF-DCNN 0.76 300",0.5842246413230896,chroma_restricted,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0012,"to prevent overfitting. The model, trained on six months of DNI data, consists of two ANNs tailored to different seasonal variations and out­ performs the average persistence model in forecasting accuracy by over 20 %. In another work [13], researchers proposed a sector-ladder method using a total sky imager for very short-term DNI forecasting up to 20 min, achieving better results than existing methods. Another study [14] developed a k-Nearest Neighbors (kNN) model for intra-hour irradiance forecasting. This model, focusing on time series data rather than sky image features, proved more effective, especially on clear days. In [15], the authors propose an intra-hour DNI forecasting method Nomenclature Acronyms ANFIS Adaptive Network-based Fuzzy Inference System. ANN Artificial Neural Network AOD Aerosol Optical Depth BDSCA Balance-Dynamic Sine–Cosine BNI Beam Normal Irradiation CMV Ground-based Cloud Motion Vector CSM Clear Sky Model CSP Concentrating Solar Power DCNN Deep Convolutional Neural Network DHI Diffuse Irradiation DNI Direct Normal Irradiation EG Electrical Energy Ei Annual Intercepted energy ELM Extreme Learning Machine GA",0.07692307692307693,csv_lexical_ranked_experimental,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0017,"daily DNI forecasting in Botucatu, Brazil, analyzing 13 years of data. They found that SVM notably outperformed statistical models, espe­ cially in daily forecasting with nRMSE of 19.39 % and rMBE = 0.60 %, using the best-selected input sets: clearness index kt, of global radiation, integrated solar constant Hsc, and Insolation Ratio Γ′. Deep-learning approaches can effectively leverage large volumes of data and automatically learn complex patterns and relationships be­ tween various input variables and output irradiance. Hosseini et al. [18] proposed multivariate Gated Recurrent Units (GRU) and Long Short- Term Memory (LSTM) for multi-step DNI forecasting (15 min to 3 h), incorporating data like Solar Zenith Angle, humidity, temperature, wind direction, and wind speed along with cloud cover from the past 24,48, and 72 h. The data, sourced from Denver’s Data Center (2009–2015), showed that for one-hour forecasts, multivariate models outperformed univariate ones in RMSE and MAPE. The multivariate LSTM model showed a slight improvement, with an RMSE of 74.83 W/m2 compared to the GRU model with 76.51 W/m2. In paper [6], a new hybrid model",0.07692307692307693,csv_lexical_ranked_experimental,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0073,"models with a remarkable improvement. Based on the numerical results reported in Tables 2-5 for the four examined locations, it is clear that the machine learning models produced predicting errors ranging from 25.09 to 51.02 in terms of nRMSE. These results suggest that standard models are unsuitable for CSP management and monitoring since their mistakes are relatively significant and need an alternative forecasting model. This inadequacy can be attributed to the limited feature extraction capabil­ ities and inability to effectively handle the variability and complexity inherent in solar irradiance data. The hybrid models described in this paper provide a novel and enhanced method for DNI forecasting. Our findings show that the VMD-DCNN and SWD-DCNN hybrid models outperform standard machine learning models in all examined regions, demonstrating high forecasting precision.This superior performance can be linked to their ability to decompose the DNI time series into more manageable and representative components, allowing for a more detailed and accurate analysis. The well-known VMD with a deep CNN model produced forecasting",0.07692307692307693,csv_lexical_ranked_experimental,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
S4,1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0077,"Energy Conversion and Management 304 (2024) 118189 14 outputs of our proposed model is depicted in Figs. 8–11. These visual representations enable a more intuitive understanding of the forecasting accuracy and the performance distinctions between the various models, facilitating a deeper appreciation of the hybrid models’ effectiveness. In Figs. 8-11, we present a comparison between the forecasted output of four machine learning models (LS-SVM, GPR, RFR, and ELM) and the corresponding measured DNI in four studied areas, as well as the developed hybrid models. According to our findings, machine-learning models (LS-SVM, GPR, RFR, and ELM) were unable to effectively capture the fluctuations of the DNI time series data, particularly in extreme weather conditions, espe­ cially on cloudy days. This shortcoming can be attributed to their inherent limitations in processing complex patterns and rapid variations in solar irradiance, which are common in such meteorological condi­ tions. However, the suggested hybrid models were able to accurately forecast DNI with high precision, regardless of the weather conditions.",0.028006267136701922,multi_query_rrf,hybrid_plus_confirmed_quantitative_greedy,hybrid_completion,,,,,,"['chroma_restricted', 'csv_lexical_restricted']","{'chroma_restricted': 9, 'csv_lexical_restricted': 14}","{'chroma_restricted': 0.5136488080024719, 'csv_lexical_restricted': 0.05128205128205128}",0.028006267136701922
S4,1/56.153_Adaptive.pdf,bc3737df4f9e08a2_chunk_0005,"is not possible to represent any non-linearity. Because it shows fairly strong linearity between solar intensity and some meteorological variables, the overall performance of MLR in predicting solar intensity is acceptable and even good for some sunny days. 1.2. Adaptive Learning Hybrid Model In the data-based solar intensity forecasting problem, we have built the model exploring different characteristics of the data, including linearity, time series and non-linearity. It is also very important for the model to keep learning online as",0.02786377708978328,multi_query_rrf,hybrid_plus_confirmed_quantitative_greedy,hybrid_completion,,,,,,"['chroma_restricted', 'csv_lexical_restricted']","{'chroma_restricted': 16, 'csv_lexical_restricted': 8}","{'chroma_restricted': 0.46595513820648193, 'csv_lexical_restricted': 0.05128205128205128}",0.02786377708978328
S5,1/48.1-s2.0-S0960148122015567-main.pdf,fa4c26901738dbee_chunk_0056,"Renewable Energy 200 (2022) 1490–1505 1498 is decided that the front of the sun is entirely closed, all pixels in the created mask are classified as clouds. On the other hand, the sun front is evaluated as entirely or partially open, the K-means clustering method is used to perform the classifications. This method is aimed to correctly classify the sky and actual cloud pixels in the vicinity of the sun. As a result of the classification, pixels with classes different from the K-means class located in the sun center are deleted and labeled as the sky. Thus, the classification of pixels around the sun that are incorrectly classified as clouds due to brightness are corrected as the sky. Pixels located in the center of the sun and having the same class as the K-means class are classified according to whether they are detected as the sun or not. If the relevant pixel is classified as a sun pixel during the sun clas­ sification stage, it remains a sun pixel; if not, it is classified as a cloud pixel. In this way, the sun, cloud, and sky classes around the sun can be determined more accurately. 2.4. Cloud motion forecasting",0.5666128993034363,chroma_restricted,hybrid_plus_confirmed_quantitative_greedy,hybrid_base_quota,,,,,,,,,
