section_id,claim_id,claim_text,source_filename,chunk_id,rank,retrieval_method,evidence_text,allowed_for_section
S3,S3_C4,"La optimización de hiperparámetros mediante técnicas como búsqueda en cuadrícula y optimización bayesiana contribuye a superar problemas comunes como el desvanecimiento del gradiente y el sobreajuste, mejorando la generalización del modelo",1/47.1-s2.0-S0306261922010170-main.pdf,fe601d3747bcbeae_chunk_0013,2,supporting_citation_from_draft,"temperature increases, due to open-circuit voltage, the power output decreases. These parameters play an important role in simulating the stochastic and complex behavior of incident solar radiation in gener­ ating future values. Hence the proposed model utilizes both univariate, and multivariate data to use the previously observed solar data sequence and other meteorological variables to forecast future solar irradiation. Abbreviations AI Artificial Intelligence ANN Artificial Neural network BiLSTM Bi-directional Long Short-Term Memory R2 Coefficient of Determination CNN Convolutional Neural Network DL Deep Learning GRU Gated Recurrent Units GHI Global Horizontal Irradiance LSTM Long Short-Term Memory ML Machine Learning MAE Mean absolute error MAPE Mean absolute percentage error MSE Mean squared error NRMSE Normalized Root Mean Squared Error POA Plane of Array PV Photovoltaic RMSE Root Mean Square Error RNN Recurrent Neural Network SVM Support Vector Machine N. Elizabeth Michael et al.",True
S3,S3_C5,"Sin embargo, estos modelos presentan mayor complejidad computacional y requieren tiempos de entrenamiento más prolongados, lo que puede limitar su aplicabilidad en contextos con restricciones de recursos computacionales",1/36.1-s2.0-S0960148122011387-main.pdf,553aa823184fcd93_chunk_0047,1,supporting_citation_from_draft,"having R2 score below 0.50. The methods used in this study can be used by organizations as baseline implementations to analyze and understand the solar energy prospects of the region, availing the opportunities and tackling the challenges that come with solar irradiance forecasting. Dataset availability The data used in this study can be accessed at the following link: https://drive.google.com/file/d/1It672Fxb2T4te4rPCpl9m5GTkk3 Fig. 8. Actual data against SARIMAX and Prophet Forecasted values. Table 5 Error metrics of statistical models. Model MSE RMSE MAE R2 Score SARIMAX 4037.75 63.54 35.23 0.948 Prophet 5931.51 77.01 44.13 0.924 Table 6 Comparison of DL models based on error metrics. Architecture Window Size MSE RMSE MAE R2 ANN (4,1) 1348.39 36.72 20.74 0.987 (12,3) 5816.27 76.26 40.28 0.944 (24,6) 7854.31 88.62 48.48 0.924 (48,24) 13329.96 115.45 70.44 0.872 CNN (4,1) 2309.05 48.05 28.42 0.977 (12,3) 6363.76 79.77 51.19 0.938 (24,6) 8082.32 89.90 57.72 0.922 (48,24) 19044.42 138.00 87.94 0.817 LSTM (4,1) 1653.34 40.66 23.84 0.984 (12,3) 8950.51 94.60 56.77 0.913 (12,6) 56595.03 237.89",True
S4,S4_C1,"Los modelos estadísticos tradicionales para el pronóstico de radiación solar se basan en relaciones matemáticas derivadas de leyes físicas fundamentales y variables meteorológicas, pero presentan limitaciones en la disponibilidad y calidad de datos, así como en la captura de dinámicas no lineales complejas de la irradiancia solar",1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0005,1,supporting_citation_from_draft,"data from multiple measurement sites for Global Horizontal Irradiation (GHI) assessment [3]. Some of these approaches take into account the influence of atmospheric conditions, particularly aerosols, on Direct Normal Irradiation (DNI) and the efficiency of solar tower plants [4]. Other methods employ advanced computational techniques such as machine learning algorithms [5], deep learning models [6], and hybrid models [7] as robust techniques for DNI forecasting. Each approach has its strengths and limitations, and the choice of method depends on the specific requirements of the application. Traditional methods for direct solar radiation forecasting rely on mathematical models that use meteorological data [8], and physical relationships, expressed as mathematical equations derived from fundamental physical laws (i.e., solar altitude angle, azimuth, clearness index, and turbidity), are key components of these models used for forecasting solar radiation. However, these methods have limitations, particularly in terms of the availability and quality of solar radiation measurement, climatological data, and other atmospheric parameters.",True
S4,S4_C2,"Las técnicas de descomposición de señales, como la Variational Mode Decomposition (VMD) y Sliding Window Decomposition (SWD), permiten fragmentar series temporales complejas en componentes más simples, facilitando la modelación y mejorando la precisión del pronóstico",1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0069,1,supporting_citation_from_draft,"solar irradiance at different timescales, enhancing the predictive accu­ racy of our model.Data pre-processing is consistent for each studied station. To validate the effectiveness of the integrated model for fore­ casting, the hybridization methods were compared to stand-alone ma­ chine learning models (GPR, LS-SVM, ELM, and RFR). All models are trained and tested using the same methodology, allowing for an accurate evaluation of their forecasting precision. For the benchmarking models, the inputs are determined by the optimum lags. For the GHA station, the inputs comprise 5 previous DNI components, whereas for the TAM sta­ tion, there are 7 previous DNI components. The CAR and CNR stations both utilize 5 previous DNI components. In hybrid models, the number of inputs is determined by the decomposed IMF components from both VMD and SWD, multiplied by the optimum lags. For instance, at the GHA station, the SWD algorithm decomposes the DNI data into 45 components, while the VMD algorithm breaks it down into 17 components. The combined input from these algorithms is Fig. 9. Forecasting results of various models TAM station. M. Guermoui et al.",True
S4,S4_C3,"La integración de estas técnicas con modelos de deep learning, específicamente redes neuronales convolucionales profundas (DCNN), ha demostrado superar a modelos tradicionales y de machine learning en la predicción de irradiancia directa normal (DNI), incluso bajo condiciones meteorológicas adversas",1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0078,1,supporting_citation_from_draft,"inherent limitations in processing complex patterns and rapid variations in solar irradiance, which are common in such meteorological condi­ tions. However, the suggested hybrid models were able to accurately forecast DNI with high precision, regardless of the weather conditions. In particular, the combination of SWD and VMD with deep CNN showed the highest accuracy and outperformed all other models. This superi­ ority is likely due to the hybrid models’ ability to decompose the DNI data into more analyzable components, enhancing their predictive ac­ curacy by effectively capturing both the macro and micro-level fluctu­ ations in solar irradiance. Our analysis reveals that the benchmarking model performed poorly Fig. 11. Forecasting results of various models of CAR station. Fig. 12. Friedman–Nemenyi test over all datasets and methods. Table 6 Comparison of the proposed SWD-VMD-DCNN model and its combination with RFF. Station Model nRMSE.(%) Number of used Uk-OCs GHA-Station SWD-VMD-DCNN 0.818 310 SWD-VMD-RFF-DCNN 0.822 295 TAM-Station SWD-VMD-DCNN 0.931 420 SWD-VMD-RFF-DCNN 0.936 372 CAR-Station SWD-VMD-DCNN 0.75 345 SWD-VMD-RFF-DCNN 0.76 300",True
S4,S4_C3,"La integración de estas técnicas con modelos de deep learning, específicamente redes neuronales convolucionales profundas (DCNN), ha demostrado superar a modelos tradicionales y de machine learning en la predicción de irradiancia directa normal (DNI), incluso bajo condiciones meteorológicas adversas",1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0077,2,supporting_citation_from_draft,"Energy Conversion and Management 304 (2024) 118189 14 outputs of our proposed model is depicted in Figs. 8–11. These visual representations enable a more intuitive understanding of the forecasting accuracy and the performance distinctions between the various models, facilitating a deeper appreciation of the hybrid models’ effectiveness. In Figs. 8-11, we present a comparison between the forecasted output of four machine learning models (LS-SVM, GPR, RFR, and ELM) and the corresponding measured DNI in four studied areas, as well as the developed hybrid models. According to our findings, machine-learning models (LS-SVM, GPR, RFR, and ELM) were unable to effectively capture the fluctuations of the DNI time series data, particularly in extreme weather conditions, espe­ cially on cloudy days. This shortcoming can be attributed to their inherent limitations in processing complex patterns and rapid variations in solar irradiance, which are common in such meteorological condi­ tions. However, the suggested hybrid models were able to accurately forecast DNI with high precision, regardless of the weather conditions.",True
S4,S4_C4,"Estos modelos híbridos requieren una cuidadosa selección de variables y preprocesamiento, como la selección de características mediante Random Forest Feature selection (RFF), para maximizar su efectividad y evitar sobreajuste",1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0069,1,supporting_citation_from_draft,"solar irradiance at different timescales, enhancing the predictive accu­ racy of our model.Data pre-processing is consistent for each studied station. To validate the effectiveness of the integrated model for fore­ casting, the hybridization methods were compared to stand-alone ma­ chine learning models (GPR, LS-SVM, ELM, and RFR). All models are trained and tested using the same methodology, allowing for an accurate evaluation of their forecasting precision. For the benchmarking models, the inputs are determined by the optimum lags. For the GHA station, the inputs comprise 5 previous DNI components, whereas for the TAM sta­ tion, there are 7 previous DNI components. The CAR and CNR stations both utilize 5 previous DNI components. In hybrid models, the number of inputs is determined by the decomposed IMF components from both VMD and SWD, multiplied by the optimum lags. For instance, at the GHA station, the SWD algorithm decomposes the DNI data into 45 components, while the VMD algorithm breaks it down into 17 components. The combined input from these algorithms is Fig. 9. Forecasting results of various models TAM station. M. Guermoui et al.",True
S4,S4_C5,"Por otro lado, modelos híbridos adaptativos que combinan características lineales, temporales y no lineales, y que incorporan aprendizaje en línea, han mostrado un desempeño aceptable en la predicción de intensidad solar, aunque con limitaciones para representar no linealidades complejas",1/56.153_Adaptive.pdf,bc3737df4f9e08a2_chunk_0005,1,supporting_citation_from_draft,"is not possible to represent any non-linearity. Because it shows fairly strong linearity between solar intensity and some meteorological variables, the overall performance of MLR in predicting solar intensity is acceptable and even good for some sunny days. 1.2. Adaptive Learning Hybrid Model In the data-based solar intensity forecasting problem, we have built the model exploring different characteristics of the data, including linearity, time series and non-linearity. It is also very important for the model to keep learning online as",True
S4,S4_C6,"En conjunto, la evidencia sugiere que la complementariedad entre técnicas de descomposición y modelos de inteligencia artificial es clave para mejorar la precisión del pronóstico solar en aplicaciones prácticas, como plantas termosolares, especialmente en regiones con limitaciones de datos y condiciones climáticas variables",1/62.1-s2.0-S0196890424001304-main.pdf,edc1bca565f3704c_chunk_0078,1,supporting_citation_from_draft,"inherent limitations in processing complex patterns and rapid variations in solar irradiance, which are common in such meteorological condi­ tions. However, the suggested hybrid models were able to accurately forecast DNI with high precision, regardless of the weather conditions. In particular, the combination of SWD and VMD with deep CNN showed the highest accuracy and outperformed all other models. This superi­ ority is likely due to the hybrid models’ ability to decompose the DNI data into more analyzable components, enhancing their predictive ac­ curacy by effectively capturing both the macro and micro-level fluctu­ ations in solar irradiance. Our analysis reveals that the benchmarking model performed poorly Fig. 11. Forecasting results of various models of CAR station. Fig. 12. Friedman–Nemenyi test over all datasets and methods. Table 6 Comparison of the proposed SWD-VMD-DCNN model and its combination with RFF. Station Model nRMSE.(%) Number of used Uk-OCs GHA-Station SWD-VMD-DCNN 0.818 310 SWD-VMD-RFF-DCNN 0.822 295 TAM-Station SWD-VMD-DCNN 0.931 420 SWD-VMD-RFF-DCNN 0.936 372 CAR-Station SWD-VMD-DCNN 0.75 345 SWD-VMD-RFF-DCNN 0.76 300",True
S5,S5_C1,"El preprocesamiento con lógica difusa permite manejar la incertidumbre y variabilidad rápida en variables meteorológicas, mejorando la precisión en pronósticos a muy corto plazo, como se evidencia en la reducción del MAPE de 46.3% a 43.1% al incluir lógica difusa en un modelo ANN, y hasta 29.6% al incorporar un factor de corrección adicional",1/37.Solar_Forecasting_using_ANN_with_Fuzzy_Logic_Pre-p.pdf,d3d05d271be6db98_chunk_0024,1,supporting_citation_from_draft,"to train the model. However, this is acceptable as the objective of this paper is to prove that the inclusion of the fuzzy logic pre-possessing and improved back-propagation algorithm will improve forecast error compared to a pure ANN model. The MAPEs of Model (i) - pure ANN, Model (ii) - ANN with fuzzy logic pre-processing, and Model (iii) improved ANN with error correction factor and fuzzy logic pre-processing are shown in Table 1 and Figure 3. It is evident that the Figure 2: Proposed ANN with fuzzy logic and improved back-propagation model. Figure 3: Daily MAPE for month of April 2017. Table 1. Numerical results Model MAPE Model (i) 46.3% Model (ii) 43.1% Model (iii) 29.6%",True
S5,S5_C2,"La clasificación y clustering de datos meteorológicos según condiciones climáticas facilita la adaptación de modelos a diferentes escenarios, incrementando la exactitud del pronóstico, como se observa en la mejora de la precisión de modelos SVM, ANN y NAR al aplicar k-means clustering para segmentar datos en días soleados, parcialmente nublados y nublados",1/49.bae2016.pdf,f8b0f0723b47dd54_chunk_0045,1,supporting_citation_from_draft,"NAR and ANN schemes in those days. The measured and predicted values are similar for the NAR, ANN, and SVM schemes during the next three sunny days. Table II summarizes the numerical results of the average MRE, average RMSE, and R2 of each prediction scheme with one-hour prediction horizon for non-clustered data. The numerical results show that the RMSE, MRE, and R2 of the SVM scheme for non-clustered data are 58.72 [W/m2], 3.82%, and 0.9562, respectively, which are more accurate than those of the NAR and ANN schemes. C. Prediction Results for Solar Irradiance: Clustered Data In the testing stage for clustered data, three different prediction schemes (NAR, ANN, and the proposed SVM) are compared by using the same clustered data. Fig. 5 compares the predicted solar irradiance of three prediction schemes with the measured solar irradiance for sunny days. Since the overall prediction accuracy is improved by data clustering for sunny days, we can observe that small errors occur between the measured and predicted solar irradiance of each prediction scheme. In particular, the result of the proposed SVM scheme well approaches the measured solar irradiance. In sunny days,",True
S5,S5_C3,"El uso de modelos híbridos que integran preprocesamiento avanzado con redes neuronales y machine learning tradicional ha demostrado mejoras cuantificables en métricas de error, evidenciado en métodos que combinan detección de posición solar, clasificación de píxeles mediante k-means y predicción de movimiento de nubes con técnicas de flujo óptico, logrando mejores resultados en RMSE para predicciones a 5 minutos en comparación con métodos tradicionales",1/48.1-s2.0-S0960148122015567-main.pdf,fa4c26901738dbee_chunk_0049,1,supporting_citation_from_draft,"Renewable Energy 200 (2022) 1490–1505 1497 position of the sun, it is necessary to know the latitude, longitude, hour, and day information of the area and time of the experimental setup. In addition, it is necessary to correct the distortions in the image caused by the fisheye lens and determine the sun’s position on the corrected image. Due to these requirements, the work and computational load increase. However, the requirement of location and time information of the place where the system is intended to be used limits the system’s portability. For these reasons, the proposed study aims to develop an algorithm that does not require location and time information and can work wherever the system is placed. Akseker [40] examined many different methods used in the literature to determine the sun’s location in the image and observed that the method used by Yamashita, Yoshimura [41] gave the most successful results. In the study carried out, the sun’s position in the image is determined using the related method. In this method, indices called sky index (SI) and brightness index (BI) are defined, and related indices are",True
S5,S5_C4,"Estas técnicas son especialmente útiles para manejar la intermitencia y variabilidad de la irradiancia solar en regiones con alta nubosidad o condiciones atmosféricas complejas, dado que permiten una clasificación más precisa de nubes y cielo, corrigiendo errores de clasificación por brillo y mejorando la determinación de clases solares, nubosas y de cielo",1/48.1-s2.0-S0960148122015567-main.pdf,fa4c26901738dbee_chunk_0056,1,supporting_citation_from_draft,"Renewable Energy 200 (2022) 1490–1505 1498 is decided that the front of the sun is entirely closed, all pixels in the created mask are classified as clouds. On the other hand, the sun front is evaluated as entirely or partially open, the K-means clustering method is used to perform the classifications. This method is aimed to correctly classify the sky and actual cloud pixels in the vicinity of the sun. As a result of the classification, pixels with classes different from the K-means class located in the sun center are deleted and labeled as the sky. Thus, the classification of pixels around the sun that are incorrectly classified as clouds due to brightness are corrected as the sky. Pixels located in the center of the sun and having the same class as the K-means class are classified according to whether they are detected as the sun or not. If the relevant pixel is classified as a sun pixel during the sun clas­ sification stage, it remains a sun pixel; if not, it is classified as a cloud pixel. In this way, the sun, cloud, and sky classes around the sun can be determined more accurately. 2.4. Cloud motion forecasting",True
